Unnamed: 0,overall,reviewText
942,5.0,good price good quality put phone extra storage held well since got
943,5.0,bought card new samsung galaxy note didnt anything put card phone formatting needed transferred picture video along gb music everything loaded quickly still ton memory left store whatever want need bought amazon much better price could find anywhere else ordered amazon frustration free packaging pull tab package card hand less ten second recommend anyone want fast card lot memory
944,5.0,bought item based review recommendation installation extremely easy card bought shipped perfect condition like others noted actual added storage gb buying via amazon huge discount opposed local instore optionsshipping perfect would recommend product friendsfamily
945,5.0,scandisk micro sd work well never problem product brand short couple word sorry
946,4.0,card fast cheap used canon camera shoot raw format picture video worked flawlessly im currently using old mytouch phone storagegreat product great price
947,5.0,card great save lot picture file card card work great phone
948,4.0,useful surface pro increase capacity gb also used backup case something go wrong
949,5.0,yee maximum space allowed gopros knowledge older version like hero larger sd card micro sd card allowed great price great quality hd picture movie get
950,5.0,amazing keep making bigger storage card price go wow nice holding lot stuff
951,5.0,sure say anything covered previous review already written memory card add commentits great card work great camera storage capacity needed price good get
952,4.0,special price could let goi bought card phone gopro camera ideal
953,3.0,work great asus tablet month completely died recognized device diedi rmad sandisk prcess painless replacement arrive within day emailed return label thru ups sent last weekwhen worked performance great access time fast lag reading writing dataif get make sure back data incase failure tablet synced cloud service lose anything purchased sandisk item never issue
954,5.0,galaxy note necessary use tablet much dont get smaller card
955,1.0,card worked galaxy right bat need format anything week watching video phone locked phone showed card damaged unable copy anything mb card viewing photo gallery also lock phone amazon customer service great however sent new card update review able use new one least month without errorsupdateafter second card week also issue even worse card completely unreadable locked card showed gb data used could accessed via phone computer sent one back going back trusty gb card
956,5.0,using samsung galaxy work well good readwrite speed pleased card
957,5.0,putting phone formatted moved data gb microsd popped phone last month problem picked buck good deal
958,5.0,work fine im thinking getting gb tablet later dont much say except buy
959,5.0,got replace old class micro sd card new phone plenty space fast
960,5.0,use gopro hero hd record high definition sport video chip well would definitely recommend
961,5.0,bought new camera price incredible big fan sandisk come memory card course bought one camera unsure fitting new camera samsung wbf turn fit storage capacity incredible picture lover whenever able take picture gave picture maybe even cant remember great price great storage capacity cant go wrong
962,3.0,great card issue gopro one maybe firmware update help situation
963,5.0,picked deal day issue put phone connected phone galaxy computer dropped music picture folder everything quick easy
964,5.0,work fine gopro bought month ago work great made
965,5.0,issue plug playi run benchmark store camera video data card includes lot high definition daily road dashboard cam footage there issue caching temp video file storing one opt save due apparently speed capacity cardthe con fact waited long buy one
966,5.0,youre getting card mean youre like least aspirecarry young diamondcarry
967,5.0,cant beat price one gb sd card reader use go pro work fantastic
968,5.0,arrived doa amazon sent another one right away perfect use gopro hero must shooting better video order keep updo need gb maybe maybe need class buy never look back
969,4.0,sure point reviewing stanard g memory card purchased tablet work fine
970,5.0,continually amazed fact tiny bit almost nothing powerful however caution anyone buying micro card gopro extremely easy lose highly recommend
971,5.0,true name sandisk best using smartphone guess overkill many said type micro sd card meant dslrs im going quality something would last long time thats went highly recommended
972,5.0,used product samsung galaxy sony xperia z performs without fail added much need memory phone take picture video would recommend android phone owner
973,5.0,added lot storage space new nokia lumia nice package got quickly able install easily phone recognized immediately turn phone inserting sd came adapter didnt need convert micro sd
974,5.0,amazing much storage fit small form factorremember mb floppy disk heck thing soooo small might lose itits like pinky nail size smalland hold gb awesome
975,1.0,good repeatedly self ejects new galaxy returned exchange refundbought two one work well one doesnt guess defectivei two gal si bought
976,5.0,sandisk great brand failed purchased several think bad luck sure amazon replace
977,5.0,san disk always good brand worked well samsung galaxy phone tablet
978,4.0,used replace existing transcend microsdhc card phone find piece equipment access apparently older firmware device recognize gb sd one trick found able format tablet move phone initially phone reported corrupt sd issue reliable stable lightning fast took two hour copy photo music onto
979,5.0,big fan sandisk even price flash decrease cant compare brand never reason switch minor price variation compel performancequality never issue many year suing brand
980,5.0,seems work fine loaded full deleted file nothing unexpected happened
981,5.0,dashcam didnt come memory card got thisthis card working well fairly demanding capacity thats like way driver use dashcams ive got mine set minute loop mean new data written card far card hasnt quit im pleased
982,5.0,phone memory resides play video medium fast sandisk always make excellent product memory leader
983,4.0,would recommend memory card anyone work well tablet problem
984,5.0,work like suppose quick efficient stable reasonably priced far good put camera go
985,5.0,carry two one camera one camera case pocket dont lose never run memory enough capacity mbimage shoot shoot shoot download end day want thousand picture one couple battery see wasabi review never stop shooting
986,5.0,good memory gopro went gb brother two gopro camera said never filled go anyway versatile enough go phone camera ordered two
987,5.0,giving item five star rating work well used micro standard format
988,5.0,expecting brand installed tablet moment arrives work perfectly
989,2.0,given card october add new samsung galaxy thrilled copied ton music onto card used phone mobile ipod substitute leaving ipod classic desktop speaker system cradleeverything worked fine couple week ago started getting message seemed say removed inserted memory card course hadnt touched day ago phone told card contained unsupported file needed reformat well tried reformatting nothing nothing pulled memory card reset phone reinserted card nothing tried card adapter computer wasnt even visiblei called sandisk tech support didnt take terribly long convince problem quickly offered two gb card replacement literally laughed got disturbing sense something required try thats lousy business practice bouncing around time agreed send rma shipping label duly sent card couple day ago frank idea might receive replacementif werent already grip sandisk would buy another card fact comment negative indication real quality control problem fail rate simply unacceptable product thisupdate well give sandisk credit customer support returned card using supplied ups label tuesday received replacement ups following monday thats good service however increase suspicion offer two gb gb card stock stock sure got stock big hurry event ive upped rating two star
990,5.0,bought grandson work new tablet he happy much im sure prefers tablet laptop give function need memory card ensures keep data move next tablet whenever needed
991,5.0,got phone camera cant decide use first lol depends feel like carrying
992,5.0,afraid buy many comment saying doesnt work hero high resolution video case
993,5.0,mean gb memory card price right caught sale big ole memory card like sandisk havent trouble
994,5.0,love work great fairly cheap compared gb sd card without sacrificing quality sandisk always made great product
995,5.0,gave galaxy plenty memory good price problem first one amazon sent replacement next day worked perfectly would recommend anybody
996,5.0,bought digital recorder memory card slot card worked perfectly problem file newhome definitely worth price met expectation data storage
997,5.0,much say memory card work great go pro hero silver edition using x card gave hr video recording time definitely good buy
998,5.0,gig microsd card cost less dollar per gig class even importantly test class operates class saying lot compared lot class card
999,5.0,im nerd hoarder waited year memory gb wanted carry extensive digital comic collection tablet longer waiting happy nerd
1000,5.0,great price work flawless note love glad purchased memory card must expand memory phone
1001,5.0,called gopro recommended specific card said gb card causing problem run gopro hero x battery attached still wont fill card even hd videoi went week surf voyage across hawaii badboys documented whole trip
1002,3.0,get job done gopro thats good never liked small actual card due nature might get lostthen thats game price amazing got two price half one
1003,5.0,card hold everything think barely filled work fast lag accessing card let take hd video straight onto
1004,5.0,able plug use format utility worked fine galaxy every ounce ripped cd phone gb spare much else say
1005,5.0,gb card use phone well gopro camera reliable worked well right box problem complaint
1006,5.0,couple ive tested several device use card mainly mobile device gb performed well galaxy note galaxy note ive tested transfer rate within prescribed range fastest class card sufficient storing picture movie song im able play song movie card without delay
1007,5.0,purchased cheaper cellphone great price item made perfect accessoryalternative buying much expensive phoneclass speed mean dont worry lag accessing file issue ever format card worked perfectly phone samsung axiom right box
1008,5.0,use samsung galaxy tab worked seamlessly use store movie watch travelling havent issue yet transfer speed great playing movie card problem
1009,5.0,installed galaxy work greati want waiting price go wish gb come soon buy
1010,5.0,purchased along nifty minidrive use time machine backup macbook air perfect expansion
1011,5.0,card pretty cheap tiny physically large digitally least mid got extend storage capacity surface pro done store file dont take precious space dedicated towards program since surface pro full window also double storage device gopro hero black faster card prevent freezing issue size micro sd card great job storing data like video photo music fit device moving micro sdxc phone tablet beloved surface pro highly recommend card need extend storage device reconsider faster card want record video straight like gopro
1012,1.0,bought able load music verizon lg android phone spent hour adding music card put android phone phone read anything memory card memory card gb gb worked fine must flaw memory card also memory card got stuck android phone slot use utility knife thin blade pull card
1013,4.0,thing would like say sand disk ultrait best dang sd card ive ever used right let honest put phone would extra storage photo videoshowever really good sits phone dont anything itseriously access everything connecting phone usb essentially like phone another hard drive
1014,5.0,love memory card upgraded memory phone gb stock card transfer rate card phone back way faster capacity great ive replaced ipod music phone well game dont use itunes interface drag drop oh waterproof like phone saying
1015,5.0,brand proven reliable easy work versatile use android device well camera nothing permanent try back file served well couple year
1016,5.0,ordered one gb finally wasnt enough storage thought could use extra gb future use sd card legit well definitely recommended
1017,4.0,good quality product price bought go pro havent issue yet
1018,5.0,couldnt find cheaper anywhere else price simply cant get anything better write fast plenty storage using blackberry qvery recommended
1019,5.0,gig san disk memory card went tablet given christmas giftno problem fast performancei loaded music video stored laptopi still gig leftvery happy memory unit
1020,2.0,tried adapter dslr camera got error time trying save data card ok us like computer external data
1021,4.0,bought android device work greatit even come converter id like use image movie couldid highly recommend product anyone needing memory phone android player camera anything us sd micro sd
1022,5.0,moved music library phonecar useeasy set reliablethe driver didnt like older laptop work around teen tell slight roll eye
1023,5.0,im techie cant great experiment determine whether transfer speed advertised know card work fine galaxy far worked great seems pretty speedyi san disk card quite tech toy theyve always performed well confident one
1024,5.0,heard wonky report using gig card experience background knowing personally safe thing went gig would like get star rating product
1025,5.0,got plug adapter raspberry pi play pi case bit fit nicely without full size sd card sticking
1026,5.0,bought memory samsung tab far work quite well wish samsung would recognize gb
1027,1.0,there lot counterfeit apparently picked bum card memorywhiz device show there gb space impossible gain access rather sdcard folder found device internal memory memory came device even downloaded apps supposed read write sdcard work even unmount card remove check card thoroughly buy make sure theyre say naturally sandisk isnt going stand counterfeit
1028,5.0,soooo pleased little dude actually bought gb gb meeps christmas gift btw coolest little tablet little kid book movie game internet etc parentally controlled via cloud meep adaquate memory degree like handheld device however want store lot gamesmoviesbooks meep need extra memory card card buy gb bought go meep year old dont know needed class low price sandisk highly recommend little card meep went absolutely worth every penny
1029,5.0,bought galaxy dumped g music far good nice plenty storage
1030,5.0,work great samsung galaxy phone purchased one phone one son phone work great weve problem either card son love able put whole music library several translator apps bible version along several movie phone take mission trip peru still room store thousand photo took able use card like one main reason switched iphone love
1031,5.0,exactly would expect gb microsd memory card plenty storage fast access time make solid purchase
1032,3.0,formatted card sdformatter pc used test card sony vaio cd sz vaio memory card adapter vgpmcaahtestw test resultstest finished without errorswriting speed mbytesreading speed mbyteshtestw vandroid phone samsung exhibit sdtools test resultmbs writembs readalso tested write speed older model sandisk usb sd card reader cheap generic unbranded reader get result dont device handle uhs ultra speed card seems like class card none gadget handle mb write speed class card sold class
1033,5.0,got use gopro hero motion camera fit work fine big enough film several flight run space
1034,5.0,purchased expand storage space samsung galaxy love fast offer lot storage space use store several full length hd movie phone view travelling addition ton music
1035,2.0,working three card using included adapter thought slower bought full size sandisk ultra gb class spec except size theoretically different project writes twice fast computer write speed card mb read seems mb compared full size card write speed mb read speed mb imaging program benchmark program checking different size transfer like compare transcend gb class card write speed nearly identical mb read speed class four mb significantly slower expectedthe read speed good write speed abysmal say class somewhat close class specim returning
1036,5.0,work great another awesome amazon purchase use samsung galaxy
1037,5.0,ive never issue sandisk memory card likewise great price youre getting memory getting cheaper speed isnt huge issue smartphone use ideal never go wrong sandisk
1038,5.0,card worked flawlessly far use garmin montana allows load usgs quad u sw w central n central inland lake first concerned would take gb micro sd problem
1039,5.0,good lost house think put big as light wont loose
1040,5.0,fast card trust offbrands die sandisk also lowered price line competition great card good price
1041,5.0,ive bought card like well take lot picture raw often time filling one gb card day less fast handy due small size
1042,5.0,good deal wife new samsung galaxy iiifit right ini remove battery firstand far issue chipdoes supposed
1043,5.0,use memory card lenovo thinkpad twist us pcie realtek memory card reader fine tuned bypassing lenovos driver use latest reference one realtek directlyin short care bottleneck thing like usb card reader addsi run apps thousand file card streaming atop bitlocker go window already ive poured multiple gb capacity read writes fingernailsized drive kept goingan unbelievable deal im normally pretty cheap thing im glad able get best cheap
1044,5.0,card performed flawlessly far read write error speed problem much say fill amazon word count
1045,5.0,really used store extra file pas computer came converter change standard sd card issue either always amazes much data stored small space anyway get use next month im planning upgrading phone knock star seems slow record video see star mean lazy disk still good
1046,5.0,item arrive time upon receiving put electronic device store stuff need store nice color
1047,5.0,purchased put samsung galaxy blaze mainly store music previously owned adata gb card died couple weeksthe annoying thing large storage copying file especially card slow class would take well hour fill one take bit minutesusing antutu benchmark suite card clocked mb write mb readi didnt format anything popped packaging threw right sd slot phone
1048,5.0,microsd faster reliable hold music phone warranty also decent card would recommend anyone especially great price
1049,5.0,prosmaximum external storage sgsplenty space phone store music picturesfast data transferconsnoneothershipped super fast think actually got next day packaged well
1050,5.0,ive never problem sandisk product make sure camera device actually use gb limited gb
1051,5.0,using basic memory card samsung note took picture took forever phone put memory card get ready new picture installed sandisk transfer almost nonexistent difference worth extra buck
1052,5.0,git daughter samsung galaxy working great phone fast problem
1053,5.0,havent done much speed test device everything ask price right
1054,1.0,would recommend card looking real class write speed could get mb card part mb even slow format exfat window improvement copied music pic movie test ranging couple mb gb read speed pretty good around mb though popped gb class transcend sd card consistently got mb write speed mb read speed conclusion think card really class bad read negative star review fact sending one back
1055,5.0,late sandisk appears lost way little flash storage product almost universal truth usb flash drive hopelessly slow theyre usually reliable transfer rate mbsec less worthless filling gb drive fortunately ultra line sd card still appears buck trendformatted ntfs used anelago mobile nano ii reader see write speed bit linux machine consistent mbsec copying large gb larger file card life class billing read appear run mbseci cant comment reliability ive card day everything ive copied far testing made onto card corruption whatsoever md checksum every file ive transferred match source thats said supertalent pico usb drive sd card reader intended replace never quite right always occasionally randomly corrupted file larger mb probability gb greater file surviving near zerogb appears sweet spot moment smaller card dont cost much less larger card beyond sdhc spec sdxc territory isnt yet universal term device compatibility mention cost far double gbfor paid around thanksgiving part explicit sale definitely lower price appears usual far camelcamelcamel concerned im extremely satisfiededit also mention included mechanical fullsize sd adaptor one worst ive ever encountered there lot friction microsd card inserted right bugger get adaptor thankfully adaptor lying around ever need one one going bin
1056,5.0,work great canon microsd sd adapter sd compact flash adapter fast shooting video also work great go pro model card keep data rate required digital medium device todayrecommend canon adapter needed gopro
1057,5.0,good reliable product always rely upon highly recommend anyone looking micro sd
1058,5.0,work use gopro hero issue hold ton footage overkill cheap better need need
1059,5.0,bought window surface pro gb ssd pretty good adding card give gb storage backup nearly fast ssd
1060,5.0,thing quick waiting thing load free app good ui actually helpful unlike lot free apps
1061,5.0,bought two samsung galaxy note safe sidei put note first formatted took put medium use medium card reader work fine computer tablet
1062,5.0,work there nothing else say yes work yes work also work pretty good
1063,5.0,use android phone pretty much mp play truck certainly doesnt perform like class card writing file wasnt important
1064,5.0,work according camera requirement read fast writ fast good card though buying gb card found actually move pic camera iphoneipad actually dont need capacity
1065,5.0,sdhc fast great camera picture take nothing record next shot quick easy use raspberry pi need fast medium work perfectly
1066,5.0,gift boyfriend love said work perfectly happy result
1067,5.0,used card replace hard disk old laptop use stream netflix installed linux ubuntu card work great fast reliable recommend
1068,5.0,use store musicvideopictures phone work well purpose hiccup speed issue bueno
1069,5.0,transfer fast look slick anyone care uh transfer fast work actual capacity like gb sorry desperately needed last gb
1070,5.0,love ultras cause writes fast card samsung much time pic also got one fuji waterproof camera take second take another photo limitation processor camera card overall love computer read fast video played back real speed
1071,5.0,mounted tablet lenovo thinkpad fine working well without problem
1072,5.0,say gb micro sd work samsung galaxy note ii simply popped card formatting gb space couldnt happier
1073,5.0,used samsung work great bring lot music movie travel great dont bring entire hard drive extra memory card misplaced totally worth money
1074,5.0,expected job use dash cam video car quality perfect
1075,5.0,could happier fast work great didnt risk appendage trying get retail packaging ive fan sandisk year solid product
1076,5.0,great deal great product recommended anyone needing expand memory portable device come sd adapter use card reader
1077,4.0,work galaxy fast enough record p video would purchase always good luck sandisk card
1078,1.0,worked great galaxy died month later waste lot money
1079,5.0,good extra one camera tablet hold lot data
1080,5.0,use extend nook memory much say work well enough forget exists
1081,4.0,got expand memory son go pro camera job much less box store
1082,5.0,excellent price amount storage speed washed washing machine preparing buy another checking error came none needless say dont buy another feel compelled write review cheer
1083,5.0,price great amazon even better chip phone appears work greatfast far error encountered
1084,5.0,sandisk make great product one another im using vehicle dash camera record hd mov format video shakedown run camera disc worked perfectly together gb space give plenty room record class rating mean card plenty fast enough keep produce crisp clear video color also good
1085,5.0,im going give detailed speed sd card fast compared one wouldnt really notice difference speed unless youre copying huge file use note take butt load picture phone
1086,5.0,used worked fine try buy many sandisk product often bit pricey
1087,4.0,excellent card one asus transformer gb one camera work flaulessly
1088,5.0,bought similar one little back digital camera think shouldve gotten one instead believe faster think mine class price money feel memory ill ever need smart phone hd video camera
1089,5.0,love got new smart phone ready loading
1090,5.0,delivery time work perfect galaxy note great customer service thanks productable store music movie phone
1091,4.0,alot storage great price one probkem since installed card samsung galaxy note month turn phone morning get stuck sort boot loop hang att logo screen phone stock altered software way granted cannot sure card cause problem remove boot phone work properly love sandisk product definitely continue buy word warning
1092,5.0,problem using samsung galaxy iii fit right started working would suggest anyone
1093,5.0,got tested block block issue tested speed various application laptop good usb reader got less megsec often little megsec speed course vary depending hardware transferring
1094,5.0,like still happily stone age window xp computer able use card unless install window update kb update available microsoftcomthanks dogg pointed customer question answer august installed update able load gopros picture onto computer doggs answer customer question provides link update amazon allow post link dont know go microsoftcom update site look kb go indicated question linkthe product description provided information
1095,5.0,cheaper sd card past almost always wound letting made mind time ago would stick sandisk completely satisfied card ever since card sits wife phone used store music picture close dozen time like fiddle stuff proven durablein case anyone want know class way go card come something faster readwrite speed well worth extra buck needsi also class gb galaxy siii good better even got wet mean soaked still working like charmi definitely recommend anyone sticking sandisk device
1096,5.0,hard argue quality sandisk product one exception providing high capacity micro sd card adapter allow used larger sd form factor particularly nice u need
1097,4.0,wife upgraded phone note wanted space phone day micro sd card work fine however feel transfer rate slow transfering movie desktop sd card gb movie take minute pretty high end gaming pc intel x cpu gb memory ati graphic card gb ssd card tb hard drive storage w plus gold pu asus sabortooth motherboardetc transfering movie file wd inch external hard drive take minute still satisfied since gb storage phone
1098,5.0,purchased drop galaxy note ii exactly wantedloaded entirety card minute super fast good considering card phone instead computer using include adapteri purchased product worryfree packaging first time frustrated sandiskthe super saver shipping really sold deal methe price par retailer got two dud bestbuy good go first one amazon doesnt really say much product give bit peace mind purchasing vendor
1099,5.0,got space speed class ok class copying file scanning card cleaning cache writing file thing grind threw like nothing would take minute upon boot phone old class gb micro sd card would done scanning second
1100,5.0,ive read galaxy user problem microsd card one work great far lot apps willing store data samsungs builtin camera able put photo instead system memory help free lot space apps thing system memory ive put mp card well play back perfectly using samsung music app google music
1101,5.0,never failure sandisk like mfgrs use smartphone come sdhc adapter smartphone maker stop including microsd slot ill simply use camera laptop
1102,2.0,research assumed card would support brand new hero camera considering sold gopro site brainer thoughtanyhow card seems preform well circumstance without using protunes setting problem hero due slow write speed card protunes setting without setting hero work finehowever timelapse issue sec timelapse well card speedsi noticed card corrupt tested camera found problem still persists trust sandisk top choice professional work however card failedi would recommend expensive card id jump samsung even transcend card even come better warranty cardnothing problem lost memory cant replace
1103,5.0,reliable sd card always used brand camera smartphone tabletfyi
1104,5.0,item arrived time promised work well galaxy note nothing say product reviewed many time work well bad price time ordering come yes get card lesser price seller trust amazon customer service issue prefer pay buck get amazon rather getting unfamiliar seller
1105,5.0,problem transferring stuff including gb song much faster offbrand got update got wife new samsung galaxy old phone would p video didnt nice camera wife really photo concerned wouldnt keep fancier camera loading gb song got even concerned wouldnt keep fancy new camera bought one sandisk gb extreme card amazed speed difference copying song due prior problem generic card ill buy sandisk futurenothing wrong ultra card didnt seem par fully take advantage latestgreatest phone technology shes going carry old card purse case fill first one
1106,4.0,work well problem using number month ive always found sandisk memory card reliable
1107,5.0,dont know bunch card work great nook hd problem installing using
1108,5.0,use ainol spark get great readwrite speed dont ever use available past corrupt sd card short time available gig dont go say likely never get problem
1109,5.0,often forget complexity technology use every day surely case purchased memory one manufacturer never let sandisk ive used often exclusively found reliable quite speedy
1110,5.0,purchased product new garmin gps refresh rate much faster wife similar smaller garmin class memory
1111,3.0,bought two gb microsd card formatted fat currently gb file card carry one card wallet keep one safe deposit offsite ive sandisk literature looking see restriction use ordinary flash memory file storage restriction could find found gb card sandisk gb card bought previously cannot accept gb data written computer without suffering error ive resort copying gb data time card stopping starting another gb complete data copied error actually occur early approximately gb point several gb flash memory stick lexar echo series well hundred lowercapacity flash memory card overflowerror problem repeat restriction use memory card example used camera given sandisk given gb data card verified integrity defective
1112,5.0,simply excellent second gb ultra purchased samsung galaxy ii working perfectly data access rate exceptional movie system store override data easily
1113,5.0,issue work intended would recommend price right buy tablet support gb get one two
1114,5.0,using strongly suggest format card take second sandisk able transfer image phone phone tablet issuesmy old microsd pny purchased phone giving microsd card free however gb card figured time upgrade since mb left space card phone space full due picture spend several hour research good microsd card reading couple article online found device work great microsdhcthere lot choice pick amazon however debating sandisk transcend samsung started read samsung microsd card review first review star least due card class looked transcend card review good sure performance testso third one looked sandisk appears best choice device many review read lot review sd card convinced buy iti downloaded sandisk memory zone device app provides management functionality complete control allows manage local cloud memory meaning move file phone box dropbox google doc picasa sugarsync skydrive cloud storage phone application allows secure file password
1115,5.0,use card smasung galaxy active used samsung galaxy note always worked flawlessly never given single problem use card copy movie playback always smooth mostly play high definition movie rip require lot processing power data transfer card always done great continue buy card one macbook air backup problem damon
1116,5.0,three different brand micro sd card sandisk one still two quit working bought several card problem except wished would bought one memory excellent product
1117,5.0,got add memory htc evo lte phone work perfectly fast read writes gb provides lot additional storage top gb phone recommend specific card android phone sorry apple user expansion slot
1118,4.0,perfect s galaxy note great price recommend sd card storage need
1119,5.0,purchased additional memory smartphone far good problem memory card
1120,5.0,several gb card gopro black canon ti work great without issue transfer speed lightning quick well
1121,5.0,good gb sd card bought upgrade memory stotage cell work samsung also come adapter
1122,5.0,use p video camera performs well doesnt issue keeping transfer rate interfacing computer high
1123,5.0,nothing much say work great havent lost single picture video saved far readwrite speed excellent ive using month samsung galaxy complaint
1124,5.0,far working fine ive read negative review giving one nothing yet good buy
1125,3.0,gopro seems bit finicky card speed since last firmware upgrade applied card ive using quite long time started causing randomly report error stop recording got couple sandisk card ive got hero powered via usb port fill card repeatedly without running battery error reported far ive completely filled one card twice three timesi havent always best luck sandisk working well far finger crossed last use camera record offroad brisk dualsport ride
1126,5.0,working good
1127,5.0,work great better thought cave surface tablet truly recommend work straight away
1128,5.0,couldnt ask anything better use gopro hero record lot video hold lot pic
1129,5.0,cant measure speed dont know judge thing based experience trust sandisk rely giving hard drive last long reliable
1130,4.0,good liked work perfectly minidrive kind slow sometimes doesnt reach promised mb
1131,1.0,got product fine stopped workingthe last one came droid x release day worked whole time since got without hitchi get one dead less daysi dont know got lemon whole supply bad faulty say displeased
1132,5.0,speed great use galaxy tab bunch hd movie watch movie tablet flawlessly say
1133,5.0,good product useful smart phone adapter work finerecomended th smart phone expand gb
1134,5.0,bought galaxy expand storage capacity worked great fast transfer speed well
1135,5.0,card great really fast compared common card even sandisk kingston etcif need copy file card shortest time right oneits reliable never missed photo music file star well deserved
1136,5.0,got handheld gps store data already stored main memory
1137,5.0,microsd card described others sandisk fast transfer awesome price got samsung galaxy love
1138,5.0,best amount space price quality product work without defectives using galaxy currently note iii
1139,1.0,great review card picked samsung galaxy iii popped card happy taking picture saving file living lifefast forward two month later sudden card stop functioning phone wont read computer wont read either submitted ticket sandisk hopefully get replacement actually worksthank goodness saved photo dropbox
1140,5.0,needed load video file moto xoom good capacity inexpensive pricing worked like charm
1141,5.0,love product would recommend product anyone gave star everything need plus
1142,5.0,soon saw card announced various tech site knew buy one went amazon picked one steep price compared gb card largest capacity commercially available dont want swapping micro sd card inconvenient various speed test card confirm get mb read speed fastest saw little mb write speed varied greatly seemed decrease larger file got minimum write speed saw mb use samsung galaxy note issue
1143,5.0,phone year problemsuse adapter camera laptop month without troublewill continue use sandisk
1144,5.0,use card slr work fantastic allows use burst mode full capacity fps tried samsung mp player work randomly show data need reboot fix fairness could device software cant deduct star
1145,5.0,bought two laptop camera theyre working great far good speed happy purchase
1146,5.0,work perfectly verizon wireless samsung galaxy note popped way went need format plenty room video photo movie
1147,5.0,expect nothing less compact flash sd card sandisk brand extremely reliable
1148,5.0,e una reconocida marca la calidad de sus productos tambieacuten lo son la velocidad para caacutemares de alta definicioacuten e muy recomendadait recognized brand quality product speed high definition camareacutes highly recommended
1149,5.0,use card tablet problem fast excellent product highly recommendit needed tablet right amount memory right price
1150,5.0,one best memory card look forward purchasing item get next
1151,2.0,bought card galaxy installing loading music card randomly ejecting like rd ejection morning phone reported card needed reformatted damaged reformatted random sdcard ejection damaged card kept coming googling read galaxy series phone known compatibility issue sandisk card hit miss phone issue replaced card already amazon shipped nd card within day problem arise sure switch different brand card definitely useless time maybe give away friend doesnt
1152,5.0,good sd card good job purchased mine gb note highly recommend try
1153,5.0,got sale list price already paid im glad able memory tablet happy come sd card adaptor transfer picture straight camera table
1154,5.0,like work transformer tablet supply plenty space play watch listen want
1155,5.0,wife macbook air ssd got full dropped one nearflush mount sd adaptor also via amazon set second drive itunes collection shes got plenty room pic kid
1156,5.0,going add storage android tablet one recommend ssd card
1157,5.0,great picture music came secure package lot storage file reasonably priced also
1158,4.0,love extra storage card give transfer speed card slower would like play back hd video without hiccup
1159,4.0,got great price worked great little upset tiny size packaging almost didnt even see step arrived thick cardboard envelope
1160,5.0,came reasonable amount time exactly ordered pretty light stunning sound reliable memory card worked failed
1161,5.0,gb storage suppose work perfectly fine verizon galaxy
1162,5.0,storage new phone recognized formatted available less minute simple
1163,5.0,arrived timely manner supposed pretty cute serf purpose
1164,5.0,gb sd card work well price reasonable happy purchase far worth try
1165,5.0,need item couldnt find local store impressed received worked like champ able store many thing card
1166,5.0,wasnt sure gig would work galaxy sit work pleaseddoes job
1167,5.0,awesome product worth buying cheap lot memory mention fast processing
1168,5.0,sd card everything statedblazing fast huge storageit much space first staryed taking picture video phone didnt even show limit basically limit many picture video space max
1169,5.0,product sandisk ultra gb microsdxc class uhs memory card mb adapter sdsdqugaffparating excellentpeople buy microsd card primary criterion mind storage capacity price reliabilitycompatibilityavailability speed bought u back feb long release largest fastest microsd available time weighed good price backed sandisk reputationfor galaxy schi currently android card delightful slam dunk four count reminded today slammed gb mp pc onto s card card handled massive data dump grace aplomb im able use phone wirelessly stream entire music library new bluetoothcompatible bookshelf stereocolor satisfied
1170,5.0,say work promised needed new cell phone need
1171,5.0,love problem snag hiccup trying access data writing data phone
1172,5.0,problem access time actually bit slower phone memory read pretty good
1173,3.0,ive item month ive always minor problem recently started freezing rebooting device gss currently sandisk sending new one
1174,5.0,card exactly seems large fast priced well much could ask
1175,5.0,put hp envy x extend storage stay inside unit time work hard drive work advertised
1176,1.0,still card went bad week owning lost ton music data ect lost faith sandisk product tried get replaced money back return email seller unhappy lost gig moviesmusic data wish would reply seller amazon still dead sdcard file stuck
1177,5.0,purchased two microsdxc card sale around black friday using two month work wonderfully absolutely problem either sandisk memory card gb microsdxc class uhs card rated transfer speed mbsecthe uhs class designation intended performance measure indicates card capable supporting realtime full hd video recording course work using device capable writing card speed modern device offer full hd recording camcorder digital slr camera cell phone built full hd recording support standard benefit using uhs card uhs certified device encounter problem buffering device stopping recording could write fast enoughhowever extra high capacity sdxc card need make sure device support microsdxc card simply microsd microsdhc one biggest difference microsdxc standard us exfat file system rather fat ntfs system modern android device fact linuxunix device handle without difficulty device older camera android device window device may difficulty formathaving said ive using nikon digital slr camera well samsung galaxy galaxy relay g phone without difficulty read write fine computer great buy im happy
1178,5.0,packaging secure product absolutely legitimate sandisk card gb available storagenormal gb card amazon come againspeed unknown work fine stuffaddenda two received working perfectly loss gb explained data added formatting chip seemsto legitimate speed good microsdhc best
1179,5.0,quality gb micro sd memory card supposed would recommend one
1180,5.0,purchased galaxy tab didnt like returned tablet accidently left memory card second one ive purchased use asus tabletnotebook entirely satisfied
1181,5.0,bought card gb sandisk ultra stopped working galaxy tried formatting card didnt work card showed read warranty information ultra series lifetime warranty emailed company sent shipping label return card new way highly recommend card
