Unnamed: 0,overall,reviewText
869,5.0,didnt realiz small memori old phone tmobil touch g slide mean thing slow accept download stuff anymor figur later memori might small sure look sandisk memori card amazon order one surpris much cheaper seen store instal phone work like champ still use phone differ download much memori
870,5.0,upon insert hc gb card motorola doid x galaxi music would play chop sometim file would work card clear problem allow put whole music collect phone complaint far job
871,5.0,use card igo gp gp came coupl gb onboard quickli use winc gp softwar sinc devic also play mp want spacei read meager document came devic see could handl gb card pretti sure would handl gb card one never know everchang specif unfortun document devic meager written pidgin englishok ill buy give tri worst swap gb card differ devic hope handl gb cardwel make long stori short late eh gb card work fine put bunch mp card put devic sure enough recogn play themso pretti much done deal price eas use name brand recommend littl card
872,5.0,stay away nonamebrand flash memori get qualiti sandisk ive own dozen usb flash drive compactflash sd microsd card year worka particular model gb microsd galaxi note pro tablet gb microsd galaxi note smartphonepop em devic recogn problem dragdrop copypast file intern storag card without issu fli plug comput alway recommend sandisk anyon look expand storag capac
873,4.0,reach read speed mb write speed mb optim situationoth speed everyth fine id like say color quit good thing microsd could small put away second easili disappear bright read light grey color much easier find blend common backgroundalso qualiti look good like microsd card unibodi design cannot tell appear circuit sd card adapt come quit good qualiti tooin summeri good design good qualiti satisfi speed judgement call say worth total go
874,5.0,ive tri card go back compact flash card rule everi singl time wind come back sandisk wont certifi card certain speed unless sustain speed everi singl sandisk product ive ever own last last last quit use sandisk product didnt make sens keep use mb mb thumbdriv flash card still work realli slowli still work fine heck use time ever sandisk fail could trace failur back someth fault sandisk product soooo buy sandisk alway get money worth
875,4.0,use secur camera mount outsid job record pictur video first one fail issu second one seem work well
876,5.0,purchas grandson tablet actual purchas love game want sure plenti space save everyth want must work ive heard complaint
877,5.0,excel qualiti item
878,5.0,bought upgrad gb android phone need extra space nice handi accommod pictur video take phone among thing without worri run space packag good arriv time amazon prime that someth dont worri
879,5.0,work great ad memori lg phone sandisk brand trust worthyi recommend highli
880,5.0,marvel fix camera automat recogn great storag camera use
881,5.0,memori card work nook canon camera chose disk hold lot pictur ship earlier expect
882,4.0,great card lot storag money dont hesit buy steal amount storag get
883,5.0,good card high qualiti materi nice design new model product brand name famou n reliabl recommend good price
884,5.0,use phone watch hq video run app unlik lower class non hc card one never stutter
885,3.0,month would read use sort card reader comput intern went complet dead strang product compani guess happen may happen sinc high capac would mean suscept becom corrupt would buy mayb gb
886,4.0,cant complain speed much put littl guy super mini microsd reader stick truck stereo mp storag use usb memori card reader popul card music truck stereo seem happi
887,5.0,use note suppos extend storag capac great phone
888,5.0,purchas add memori new android tablet san disk good reput never one fail purchas ultra speed purchas good price would recommend item anyon need sd micro memori
889,5.0,complain awesom card great perform degrad speed far well bad sector
890,4.0,util card much hope would cannot comment much speed tablet asu transform infin certainli plenti space
891,5.0,far favorit microsd card fast far problem
892,1.0,ran sever test comput phone wrote mb read depened mood bought replac gener gb class card lost dang small drope could find card actual wrote mb read mb went sandisk phone came class perform like class wast time refund item
893,5.0,product ship fast actual came day earli read peopl problem card got first thing format also make sure devic compat sdhc card problem fast readwrit speed littl gb actual avail storag pleas
894,3.0,last month daili use android phone yesterday stop perform write fail altogeth work read incred fast write pretti good well
895,1.0,yeah ultra hot could get devic recogn card final use usd reader tri format wouldnt format burn finger remov other also post mayb bad mani perhap counterfeit dont know hassl return isnt worth may save
896,5.0,thought gb would work gb asu pad work great iti want space made easier put vid way pic
897,5.0,look expand memori galaxi note bought one class micro sd card good enough speed smart phone best way upgrad memori phone
898,5.0,need video capac canon camera sandisk gb micro card includ adapt exactli right tool job ive sever sandisk memori card past never glitch kindhighli recommend
899,5.0,got use mother digit camcord offer good valu adapt insur card use anywher mom happi extra capac card provid film niec nephew
900,4.0,micro sd card extrem fast write read file fast even slow usb interfac mechan card tight adapt need screw driver get back adapt tri anoth two adapt result tight fit user plan use normal size sd card excel card one plan switch phone micro sd card camera normal size sd card tight fit might problem vender servic excel shipment faster expect would buy even tight fit excel valu fast card camera shoot burst mode without slow write card
901,4.0,receiv promis insert tabl acknowledg thereguess work expect also
902,4.0,put tablet far noth complain see long one last
903,4.0,sandisk make great memori chip decent price recommend name brand error frequenc
904,4.0,work great far gopro fill card pretti quick record p got gb week later
905,4.0,replac g msd card awar card speed issu result start loos video pic card becam corrupt littl research found card write speed issu make sens replac card ye work lost pic vid sinc
906,4.0,love gb micro sd card put samsung galaxi note phone return day trip use cameravideo record kept hd qualiti whole time problem reason give star rate actual gb space instead norm pleas excus ignor
907,5.0,ive never problem sandisk memori product use ultra compact flash camera one cut cloth great product problem continu demand sandisk
908,5.0,review sandisk card work store pictur item phone zero problem
909,5.0,card use galaxi read write speed good card come readi use box
910,5.0,use galaxi tab great issu
911,5.0,order sever much cheaper best buy use gopro work great prefer sever gb gb case get corrupt arent lose much data
912,5.0,great memori card got one amazon daili deal terrif price get readi upgrad cell phone want larger capac memori card readi go need
913,4.0,work fine virgin mobil htc evo v phone didnt recogn first format good
914,5.0,gb top gb samsung memori card adapt includ fit exactli phone price lower buy anoth phone store
915,4.0,got upgrad surfac pro storag work nice store bunch mp game steamit work well game run fine boot pretti quick one issu instal game sometim card would vanish drive id pop get go howev feel like could softwar relat noth like happen play gamebest idea instal game surfac move file manual card tell steam uninstal game eras list hit instal point folder card itll spot file download thing bam worksabout card wouldnt reli multitask thing meant your play music card instal game time fast thing mani
916,4.0,card work great quit sever devic one bough suddenli die went sandisk websit chat support tech tri quick troubleshoot five minut ask info rma process quick easi like said one suddenli die idea luckili didnt anyth import time one ive ever fail like said rma process breez realli like card custom servic great refer run card samsung galaxi sii hercul gb motorola droid shole gb motorola droid solana gb samsung galaxi note gtn gb note one fail also gopro run golden sandisk card twice price continu buy card regardless isol incid
917,4.0,mean obviou lie whole gb thing get mayb luckyseem work ok far
918,5.0,take lot pic phone samsung help free space phone ive issu far
919,5.0,exactli neededtook old gb card samsung galaxi put digit record bought new gb card phonea advertis fast stabl tri transfer mani app extern media phone free memori phone one problem yethighli recommend
920,5.0,alway come straight amazon memori card need sandisk one reliabl name categori lot usabl memori minimum cost outlay downsid product max storag compat devic
921,5.0,best class microsd card compar card perform card came sd microsd card convert nice plu card come preformat work android devic window devic cant get much easier thatgreat card fast ship complaint
922,5.0,would recommend friend work expect transfer speedi alway fan sandisk make product qualiti
923,5.0,purchas school district havent heard complaint would assum everyth okay
924,5.0,product great phone doesnt lock anymor wonder class found mean run faster normal black micro sd card class smart phone come withthi card make differ fast get internet
925,5.0,purchas sandisk gb class microsdhc needless say didnt see need purchas one began read class card realli process record faster record pictur faster didnt believ put test use samsung galaxi siii instal record video took pictur play music also download pdf work document everi test far faster class tell differ class close would say dont settl lower class cheaper wait go sale know well purchas one reason get card lower class
926,5.0,great price fast speed class adapt like color memori card much go wrong
927,5.0,bought samsung galaxi legend phone store pictur video work like charm
928,5.0,work great phonei think may buy lot productmayb gb
929,5.0,good product like brand keep buy camar phone tablet
930,4.0,cant give much feedback end return look ideal memori mircosd card gopro found better model end film one event card pretti good end lag time though briefli
931,5.0,well known brandnam high speed good price lot storag space lot use bought micro adapt use flash drive movi
932,5.0,use upgrad storag phone tablet simpl get fast transfer speed simpli work work well go card brand reliabl perform
933,1.0,ive memori card week recent start reset intermitt lose contact cell phone memori lost eras everyth find return date past im stuck peic memori card cant damn thing thank lot noth never buy direct againalso didnt realiz suppos adapt wow heck
934,1.0,card work droid razr phone whenev tri transfer file card make phone freez complet tri everi possibl get work type card worthless work due high capac phone everi workaround tri get card work still caus phone freez
935,5.0,use add capac android power hp slate tablet reformat ntf work work great note mani devic work gb card check spec order
936,5.0,got sd card trip hawaii could gopro everyth get hour video hd work great complaint highli recommend
937,5.0,bought one gb galaxi anoth canon ti work problem detect format box sandisk one reliabl card manufactur opinion ive gone sold lot cheapless sd card throughout year almost manufactur failur date havent issu sandisk ive bought card wife famili member everyon far there issu use mine heavili everyday new music movi month havent failuresa far speed goe use dd usb card reader record almost mb write speed mb read speed make far fastest class card ive sell extrem version card even faster integr devic wont see speed increas benefit
938,5.0,bought gb version card increas storag capac samsung galaxi use store pictur video shoot phone never issu card keep p video phone shootsspe test galaxi w sd card testerwrit mbsread mb
939,5.0,must listen lot music gowish made gb model
940,5.0,bought expand storag space galaxi surfac tablet window rt perform well transfer small file take problem record video hd phone total recommend largest card devic take
941,5.0,brilliant littl card good transfer speed highli recommend exactli look great price
942,5.0,good price good qualiti put phone extra storag held well sinc got
943,5.0,bought card new samsung galaxi note didnt anyth put card phone format need transfer pictur video along gb music everyth load quickli still ton memori left store whatev want need bought amazon much better price could find anywher els order amazon frustrat free packag pull tab packag card hand less ten second recommend anyon want fast card lot memori
944,5.0,bought item base review recommend instal extrem easi card bought ship perfect condit like other note actual ad storag gb buy via amazon huge discount oppos local instor optionsship perfect would recommend product friendsfamili
945,5.0,scandisk micro sd work well never problem product brand short coupl word sorri
946,4.0,card fast cheap use canon camera shoot raw format pictur video work flawlessli im current use old mytouch phone storagegreat product great price
947,5.0,card great save lot pictur file card card work great phone
948,4.0,use surfac pro increas capac gb also use backup case someth goe wrong
949,5.0,yee maximum space allow gopro knowledg older version like hero larger sd card micro sd card allow great price great qualiti hd pictur movi get
950,5.0,amaz keep make bigger storag card price goe wow nice hold lot stuff
951,5.0,sure say anyth cover previou review alreadi written memori card add commentit great card work great camera storag capac need price good get
952,4.0,special price could let goi bought card phone gopro camera ideal
953,3.0,work great asu tablet month complet die recogn devic diedi rmad sandisk prcess painless replac arriv within day email return label thru up sent last weekwhen work perform great access time fast lag read write dataif get make sure back data incas failur tablet sync cloud servic lose anyth purchas sandisk item never issu
954,5.0,galaxi note necessari use tablet much dont get smaller card
955,1.0,card work galaxi right bat need format anyth week watch video phone lock phone show card damag unabl copi anyth mb card view photo galleri also lock phone amazon custom servic great howev sent new card updat review abl use new one least month without errorsupdateaft second card week also issu even wors card complet unread lock card show gb data use could access via phone comput sent one back go back trusti gb card
956,5.0,use samsung galaxi work well good readwrit speed pleas card
957,5.0,put phone format move data gb microsd pop phone last month problem pick buck good deal
958,5.0,work fine im think get gb tablet later dont much say except buy
959,5.0,got replac old class micro sd card new phone plenti space fast
960,5.0,use gopro hero hd record high definit sport video chip well would definit recommend
961,5.0,bought new camera price incred big fan sandisk come memori card cours bought one camera unsur fit new camera samsung wbf turn fit storag capac incred pictur lover whenev abl take pictur gave pictur mayb even cant rememb great price great storag capac cant go wrong
962,3.0,great card issu gopro one mayb firmwar updat help situat
963,5.0,pick deal day issu put phone connect phone galaxi comput drop music pictur folder everyth quick easi
964,5.0,work fine gopro bought month ago work great made
965,5.0,issu plug playi run benchmark store camera video data card includ lot high definit daili road dashboard cam footag there issu cach temp video file store one opt save due appar speed capac cardth con fact wait long buy one
966,5.0,your get card mean your like least aspirecarri young diamondcarri
967,5.0,cant beat price one gb sd card reader use go pro work fantast
968,5.0,arriv doa amazon sent anoth one right away perfect use gopro hero must shoot better video order keep updo need gb mayb mayb need class buy never look back
969,4.0,sure point review stanard g memori card purchas tablet work fine
970,5.0,continu amaz fact tini bit almost noth power howev caution anyon buy micro card gopro extrem easi lose highli recommend
971,5.0,true name sandisk best use smartphon guess overkil mani said type micro sd card meant dslr im go qualiti someth would last long time that went highli recommend
972,5.0,use product samsung galaxi soni xperia z perform without fail ad much need memori phone take pictur video would recommend android phone owner
973,5.0,ad lot storag space new nokia lumia nice packag got quickli abl instal easili phone recogn immedi turn phone insert sd came adapt didnt need convert micro sd
974,5.0,amaz much storag fit small form factorrememb mb floppi disk heck thing soooo small might lose itit like pinki nail size smalland hold gb awesom
975,1.0,good repeatedli self eject new galaxi return exchang refundbought two one work well one doesnt guess defectivei two gal si bought
976,5.0,sandisk great brand fail purchas sever think bad luck sure amazon replac
977,5.0,san disk alway good brand work well samsung galaxi phone tablet
978,4.0,use replac exist transcend microsdhc card phone find piec equip access appar older firmwar devic recogn gb sd one trick found abl format tablet move phone initi phone report corrupt sd issu reliabl stabl lightn fast took two hour copi photo music onto
979,5.0,big fan sandisk even price flash decreas cant compar brand never reason switch minor price variat compel performancequ never issu mani year su brand
980,5.0,seem work fine load full delet file noth unexpect happen
981,5.0,dashcam didnt come memori card got thisthi card work well fairli demand capac that like way driver use dashcam ive got mine set minut loop mean new data written card far card hasnt quit im pleas
982,5.0,phone memori resid play video media fast sandisk alway make excel product memori leader
983,4.0,would recommend memori card anyon work well tablet problem
984,5.0,work like suppos quick effici stabl reason price far good put camera go
985,5.0,carri two one camera one camera case pocket dont lose never run memori enough capac mbimag shoot shoot shoot download end day want thousand pictur one coupl batteri see wasabi review never stop shoot
986,5.0,good memori gopro went gb brother two gopro camera said never fill go anyway versatil enough go phone camera order two
987,5.0,give item five star rate work well use micro standard format
988,5.0,expect brand instal tablet moment arriv work perfectli
989,2.0,given card octob add new samsung galaxi thrill copi ton music onto card use phone mobil ipod substitut leav ipod classic desktop speaker system cradleeveryth work fine coupl week ago start get messag seem say remov insert memori card cours hadnt touch day ago phone told card contain unsupport file need reformat well tri reformat noth noth pull memori card reset phone reinsert card noth tri card adapt comput wasnt even visiblei call sandisk tech support didnt take terribl long convinc problem quickli offer two gb card replac liter laugh got disturb sens someth requir tri that lousi busi practic bounc around time agre send rma ship label duli sent card coupl day ago frank idea might receiv replacementif werent alreadi grip sandisk would buy anoth card fact comment neg indic real qualiti control problem fail rate simpli unaccept product thisupd well give sandisk credit custom support return card use suppli up label tuesday receiv replac up follow monday that good servic howev increas suspicion offer two gb gb card stock stock sure got stock big hurri event ive up rate two star
990,5.0,bought grandson work new tablet he happi much im sure prefer tablet laptop give function need memori card ensur keep data move next tablet whenev need
991,5.0,got phone camera cant decid use first lol depend feel like carri
992,5.0,afraid buy mani comment say doesnt work hero high resolut video case
993,5.0,mean gb memori card price right caught sale big ole memori card like sandisk havent troubl
994,5.0,love work great fairli cheap compar gb sd card without sacrif qualiti sandisk alway made great product
995,5.0,gave galaxi plenti memori good price problem first one amazon sent replac next day work perfectli would recommend anybodi
996,5.0,bought digit record memori card slot card work perfectli problem file newhom definit worth price met expect data storag
997,5.0,much say memori card work great go pro hero silver edit use x card gave hr video record time definit good buy
998,5.0,gig microsd card cost less dollar per gig class even importantli test class oper class say lot compar lot class card
999,5.0,im nerd hoarder wait year memori gb want carri extens digit comic collect tablet longer wait happi nerd
1000,5.0,great price work flawless note love glad purchas memori card must expand memori phone
1001,5.0,call gopro recommend specif card said gb card caus problem run gopro hero x batteri attach still wont fill card even hd videoi went week surf voyag across hawaii badboy document whole trip
1002,3.0,get job done gopro that good never like small actual card due natur might get lostthen that game price amaz got two price half one
1003,5.0,card hold everyth think bare fill work fast lag access card let take hd video straight onto
1004,5.0,abl plug use format util work fine galaxi everi ounc rip cd phone gb spare much els say
1005,5.0,gb card use phone well gopro camera reliabl work well right box problem complaint
1006,5.0,coupl ive test sever devic use card mainli mobil devic gb perform well galaxi note galaxi note ive test transfer rate within prescrib rang fastest class card suffici store pictur movi song im abl play song movi card without delay
1007,5.0,purchas cheaper cellphon great price item made perfect accessoryaltern buy much expens phoneclass speed mean dont worri lag access file issu ever format card work perfectli phone samsung axiom right box
1008,5.0,use samsung galaxi tab work seamlessli use store movi watch travel havent issu yet transfer speed great play movi card problem
1009,5.0,instal galaxi work greati want wait price go wish gb come soon buy
1010,5.0,purchas along nifti minidr use time machin backup macbook air perfect expans
1011,5.0,card pretti cheap tini physic larg digit least mid got extend storag capac surfac pro done store file dont take preciou space dedic toward program sinc surfac pro full window also doubl storag devic gopro hero black faster card prevent freez issu size micro sd card great job store data like video photo music fit devic move micro sdxc phone tablet belov surfac pro highli recommend card need extend storag devic reconsid faster card want record video straight like gopro
1012,1.0,bought abl load music verizon lg android phone spent hour ad music card put android phone phone read anyth memori card memori card gb gb work fine must flaw memori card also memori card got stuck android phone slot use util knife thin blade pull card
1013,4.0,thing would like say sand disk ultrait best dang sd card ive ever use right let honest put phone would extra storag photo videoshowev realli good sit phone dont anyth itseri access everyth connect phone usb essenti like phone anoth hard drive
1014,5.0,love memori card upgrad memori phone gb stock card transfer rate card phone back way faster capac great ive replac ipod music phone well game dont use itun interfac drag drop oh waterproof like phone say
1015,5.0,brand proven reliabl easi work versatil use android devic well camera noth perman tri back file serv well coupl year
1016,5.0,order one gb final wasnt enough storag thought could use extra gb futur use sd card legit well definit recommend
1017,4.0,good qualiti product price bought go pro havent issu yet
1018,5.0,couldnt find cheaper anywher els price simpli cant get anyth better write fast plenti storag use blackberri qveri recommend
1019,5.0,gig san disk memori card went tablet given christma giftno problem fast performancei load music video store laptopi still gig leftveri happi memori unit
1020,2.0,tri adapt dslr camera got error time tri save data card ok use like comput extern data
1021,4.0,bought android devic work greatit even come convert id like use imag movi couldid highli recommend product anyon need memori phone android player camera anyth use sd micro sd
1022,5.0,move music librari phonecar useeasi set reliableth driver didnt like older laptop work around teen tell slight roll eye
1023,5.0,im techi cant great experi determin whether transfer speed advertis know card work fine galaxi far work great seem pretti speedyi san disk card quit tech toy theyv alway perform well confid one
1024,5.0,heard wonki report use gig card experi background know person safe thing went gig would like get star rate product
1025,5.0,got plug adapt raspberri pi play pi case bit fit nice without full size sd card stick
1026,5.0,bought memori samsung tab far work quit well wish samsung would recogn gb
1027,1.0,there lot counterfeit appar pick bum card memorywhiz devic show there gb space imposs gain access rather sdcard folder found devic intern memori memori came devic even download app suppos read write sdcard work even unmount card remov check card thoroughli buy make sure theyr say natur sandisk isnt go stand counterfeit
1028,5.0,soooo pleas littl dude actual bought gb gb meep christma gift btw coolest littl tablet littl kid book movi game internet etc parent control via cloud meep adaqu memori degre like handheld devic howev want store lot gamesmoviesbook meep need extra memori card card buy gb bought go meep year old dont know need class low price sandisk highli recommend littl card meep went absolut worth everi penni
1029,5.0,bought galaxi dump g music far good nice plenti storag
1030,5.0,work great samsung galaxi phone purchas one phone one son phone work great weve problem either card son love abl put whole music librari sever translat app bibl version along sever movi phone take mission trip peru still room store thousand photo took abl use card like one main reason switch iphon love
1031,5.0,exactli would expect gb microsd memori card plenti storag fast access time make solid purchas
1032,3.0,format card sdformatt pc use test card soni vaio cd sz vaio memori card adapt vgpmcaahtestw test resultstest finish without errorswrit speed mbytesread speed mbyteshtestw vandroid phone samsung exhibit sdtool test resultmb writemb readalso test write speed older model sandisk usb sd card reader cheap gener unbrand reader get result dont devic handl uh ultra speed card seem like class card none gadget handl mb write speed class card sold class
1033,5.0,got use gopro hero motion camera fit work fine big enough film sever flight run space
1034,5.0,purchas expand storag space samsung galaxi love fast offer lot storag space use store sever full length hd movi phone view travel addit ton music
1035,2.0,work three card use includ adapt thought slower bought full size sandisk ultra gb class spec except size theoret differ project write twice fast comput write speed card mb read seem mb compar full size card write speed mb read speed mb imag program benchmark program check differ size transfer like compar transcend gb class card write speed nearli ident mb read speed class four mb significantli slower expectedth read speed good write speed abysm say class somewhat close class specim return
1036,5.0,work great anoth awesom amazon purchas use samsung galaxi
1037,5.0,ive never issu sandisk memori card likewis great price your get memori get cheaper speed isnt huge issu smartphon use ideal never go wrong sandisk
1038,5.0,card work flawlessli far use garmin montana allow load usg quad us sw w central n central inland lake first concern would take gb micro sd problem
1039,5.0,good lost hous think put big ass light wont loos
1040,5.0,fast card trust offbrand die sandisk also lower price line competit great card good price
1041,5.0,ive bought card like well take lot pictur raw often time fill one gb card day less fast handi due small size
1042,5.0,good deal wife new samsung galaxi iiifit right ini remov batteri firstand far issu chipdo suppos
1043,5.0,use memori card lenovo thinkpad twist use pcie realtek memori card reader fine tune bypass lenovo driver use latest refer one realtek directlyin short care bottleneck thing like usb card reader addsi run app thousand file card stream atop bitlock go window alreadi ive pour multipl gb capac read write fingernails drive kept goingan unbeliev deal im normal pretti cheap thing im glad abl get best cheap
1044,5.0,card perform flawlessli far read write error speed problem much say fill amazon word count
1045,5.0,realli use store extra file pass comput came convert chang standard sd card issu either alway amaz much data store small space anyway get use next month im plan upgrad phone knock star seem slow record video see star mean lazi disk still good
1046,5.0,item arriv time upon receiv put electron devic store stuff need store nice color
1047,5.0,purchas put samsung galaxi blaze mainli store music previous own adata gb card die coupl weeksth annoy thing larg storag copi file especi card slow class would take well hour fill one take bit minutesus antutu benchmark suit card clock mb write mb readi didnt format anyth pop packag threw right sd slot phone
1048,5.0,microsd faster reliabl hold music phone warranti also decent card would recommend anyon especi great price
1049,5.0,prosmaximum extern storag sgsplenti space phone store music picturesfast data transferconsnoneothership super fast think actual got next day packag well
1050,5.0,ive never problem sandisk product make sure camera devic actual use gb limit gb
1051,5.0,use basic memori card samsung note took pictur took forev phone put memori card get readi new pictur instal sandisk transfer almost nonexist differ worth extra buck
1052,5.0,git daughter samsung galaxi work great phone fast problem
1053,5.0,havent done much speed test devic everyth ask price right
1054,1.0,would recommend card look real class write speed could get mb card part mb even slow format exfat window improv copi music pic movi test rang coupl mb gb read speed pretti good around mb though pop gb class transcend sd card consist got mb write speed mb read speed conclus think card realli class bad read neg star review fact send one back
1055,5.0,late sandisk appear lost way littl flash storag product almost univers truth usb flash drive hopelessli slow theyr usual reliabl transfer rate mbsec less worthless fill gb drive fortun ultra line sd card still appear buck trendformat ntf use anelago mobil nano ii reader see write speed bit linux machin consist mbsec copi larg gb larger file card live class bill read appear run mbseci cant comment reliabl ive card day everyth ive copi far test made onto card corrupt whatsoev md checksum everi file ive transfer match sourc that said supertal pico usb drive sd card reader intend replac never quit right alway occasion randomli corrupt file larger mb probabl gb greater file surviv near zerogb appear sweet spot moment smaller card dont cost much less larger card beyond sdhc spec sdxc territori isnt yet univers term devic compat mention cost far doubl gbfor paid around thanksgiv part explicit sale definit lower price appear usual far camelcamelcamel concern im extrem satisfiededit also mention includ mechan fullsiz sd adaptor one worst ive ever encount there lot friction microsd card insert right bugger get adaptor thank adaptor lie around ever need one one go bin
1056,5.0,work great canon microsd sd adapt sd compact flash adapt fast shoot video also work great go pro model card keep data rate requir digit media devic todayrecommend canon adapt need gopro
1057,5.0,good reliabl product alway reli upon highli recommend anyon look micro sd
1058,5.0,work use gopro hero issu hold ton footag overkil cheap better need need
1059,5.0,bought window surfac pro gb ssd pretti good ad card give gb storag backup nearli fast ssd
1060,5.0,thing quick wait thing load free app good ui actual help unlik lot free app
1061,5.0,bought two samsung galaxi note safe sidei put note first format took put media use media card reader work fine comput tablet
1062,5.0,work there noth els say ye work ye work also work pretti good
1063,5.0,use android phone pretti much mp play truck certainli doesnt perform like class card write file wasnt import
1064,5.0,work accord camera requir read fast writ fast good card though buy gb card found actual move pic camera iphoneipad actual dont need capac
1065,5.0,sdhc fast great camera pictur take noth record next shot quick easi use raspberri pi need fast media work perfectli
1066,5.0,gift boyfriend love said work perfectli happi result
1067,5.0,use card replac hard disk old laptop use stream netflix instal linux ubuntu card work great fast reliabl recommend
1068,5.0,use store musicvideopictur phone work well purpos hiccup speed issu bueno
1069,5.0,transfer fast look slick anyon care uh transfer fast work actual capac like gb sorri desper need last gb
1070,5.0,love ultra caus write fast card samsung much time pic also got one fuji waterproof camera take second take anoth photo limit processor camera card overal love comput read fast video play back real speed
1071,5.0,mount tablet lenovo thinkpad fine work well without problem
1072,5.0,say gb micro sd work samsung galaxi note ii simpli pop card format gb space couldnt happier
1073,5.0,use samsung work great bring lot music movi travel great dont bring entir hard drive extra memori card misplac total worth money
1074,5.0,expect job use dash cam video car qualiti perfect
1075,5.0,could happier fast work great didnt risk appendag tri get retail packag ive fan sandisk year solid product
1076,5.0,great deal great product recommend anyon need expand memori portabl devic come sd adapt use card reader
1077,4.0,work galaxi fast enough record p video would purchas alway good luck sandisk card
1078,1.0,work great galaxi die month later wast lot money
1079,5.0,good extra one camera tablet hold lot data
1080,5.0,use extend nook memori much say work well enough forget exist
1081,4.0,got expand memori son go pro camera job much less box store
1082,5.0,excel price amount storag speed wash wash machin prepar buy anoth check error came none needless say dont buy anoth feel compel write review cheer
1083,5.0,price great amazon even better chip phone appear work greatfast far error encount
1084,5.0,sandisk make great product one anoth im use vehicl dash camera record hd mov format video shakedown run camera disc work perfectli togeth gb space give plenti room record class rate mean card plenti fast enough keep produc crisp clear video color also good
1085,5.0,im go give detail speed sd card fast compar one wouldnt realli notic differ speed unless your copi huge file use note take butt load pictur phone
1086,5.0,use work fine tri buy mani sandisk product often bit pricey
1087,4.0,excel card one asu transform gb one camera work flaulessli
1088,5.0,bought similar one littl back digit camera think shouldv gotten one instead believ faster think mine class price money feel memori ill ever need smart phone hd video camera
1089,5.0,love got new smart phone readi load
1090,5.0,deliveri time work perfect galaxi note great custom servic thank product store music movi phone
1091,4.0,alot storag great price one probkem sinc instal card samsung galaxi note month turn phone morn get stuck sort boot loop hang att logo screen phone stock alter softwar way grant cannot sure card caus problem remov boot phone work properli love sandisk product definit continu buy word warn
1092,5.0,problem use samsung galaxi iii fit right start work would suggest anyon
1093,5.0,got test block block issu test speed variou applic laptop good usb reader got less megsec often littl megsec speed cours vari depend hardwar transfer
1094,5.0,like still happili stone age window xp comput abl use card unless instal window updat kb updat avail microsoftcomthank dogg point custom question answer august instal updat abl load gopro pictur onto comput dogg answer custom question provid link updat amazon allow post link dont know go microsoftcom updat site look kb go indic question linkth product descript provid inform
1095,5.0,cheaper sd card past almost alway wound let made mind time ago would stick sandisk complet satisfi card ever sinc card sit wife phone use store music pictur close dozen time like fiddl stuff proven durablein case anyon want know class way go card come someth faster readwrit speed well worth extra buck needsi also class gb galaxi siii good better even got wet mean soak still work like charmi definit recommend anyon stick sandisk devic
1096,5.0,hard argu qualiti sandisk product one except provid high capac micro sd card adapt allow use larger sd form factor particularli nice us need
1097,4.0,wife upgrad phone note want space phone day micro sd card work fine howev feel transfer rate slow transfer movi desktop sd card gb movi take minut pretti high end game pc intel x cpu gb memori ati graphic card gb ssd card tb hard drive storag w plu gold pu asu sabortooth motherboardetc transfer movi file wd inch extern hard drive take minut still satisfi sinc gb storag phone
1098,5.0,purchas drop galaxi note ii exactli wantedload entireti card minut super fast good consid card phone instead comput use includ adapteri purchas product worryfre packag first time frustrat sandiskth super saver ship realli sold deal meth price par retail got two dud bestbuy good go first one amazon doesnt realli say much product give bit peac mind purchas vendor
1099,5.0,got space speed class ok class copi file scan card clean cach write file thing grind threw like noth would take minut upon boot phone old class gb micro sd card would done scan second
1100,5.0,ive read galaxi user problem microsd card one work great far lot app will store data samsung builtin camera abl put photo instead system memori help free lot space app thing system memori ive put mp card well play back perfectli use samsung music app googl music
1101,5.0,never failur sandisk like mfgr use smartphon come sdhc adapt smartphon maker stop includ microsd slot ill simpli use camera laptop
1102,2.0,research assum card would support brand new hero camera consid sold gopro site brainer thoughtanyhow card seem preform well circumst without use protun set problem hero due slow write speed card protun set without set hero work finehowev timelaps issu sec timelaps well card speedsi notic card corrupt test camera found problem still persist trust sandisk top choic profession work howev card failedi would recommend expens card id jump samsung even transcend card even come better warranti cardnoth problem lost memori cant replac
1103,5.0,reliabl sd card alway use brand camera smartphon tabletfyi
1104,5.0,item arriv time promis work well galaxi note noth say product review mani time work well bad price time order come ye get card lesser price seller trust amazon custom servic issu prefer pay buck get amazon rather get unfamiliar seller
1105,5.0,problem transfer stuff includ gb song much faster offbrand got updat got wife new samsung galaxi old phone would p video didnt nice camera wife realli photo concern wouldnt keep fancier camera load gb song got even concern wouldnt keep fanci new camera bought one sandisk gb extrem card amaz speed differ copi song due prior problem gener card ill buy sandisk futurenoth wrong ultra card didnt seem par fulli take advantag latestgreatest phone technolog she go carri old card purs case fill first one
1106,4.0,work well problem use number month ive alway found sandisk memori card reliabl
1107,5.0,dont know bunch card work great nook hd problem instal use
1108,5.0,use ainol spark get great readwrit speed dont ever use avail past corrupt sd card short time avail gig dont go say like never get problem
1109,5.0,often forget complex technolog use everi day sure case purchas memori one manufactur never let sandisk ive use often exclus found reliabl quit speedi
1110,5.0,purchas product new garmin gp refresh rate much faster wife similar smaller garmin class memori
